"營利事業統一編號","公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址",,"董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址",,,,,,,,,,,,,,,,,,
"86757124","4739","康普材料科技股份有限公司","康普","化學工業","－","新竹縣湖口鄉文化路11號",,"何基丞","何柏樟","陸柏儒","財會處長","徐偉倫","(03)598-3101","1992/06/16","2017/09/08","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1190292690,119029269,3150000,0,"合併","每年","股東會","福邦證券股份有限公司股務代理部","(02)2371-1658","100405台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","陳蓓琪","許明芳","COREMAX","11 Wen Hwa Road, Hukou Township,Hsinchu County,Taiwan 303035 ROC","(03)598-3103","info@coremaxcorp.com","http://www.coremaxcorp.com","陸柏儒","財會處長","(03)598-3101","info@coremaxcorp.com","http://www.coremaxcorp.com/zh-tw/stakeholders",
"80627878","4741","泓瀚科技股份有限公司","泓瀚","化學工業","－","(30093)新竹市大湖路173-2號",,"呂(木宜)境","呂(木宜)境","陳昭菁","財務協理","李聖然","03-5181666","2004/01/02","2017/09/26","新台幣",,,,,,,,,,,,,,,,,"10.0000元",328415840,32841584,0,0,"合併","每年","董事會","富邦綜合證券股份有限公司","(02)23611300","台北市許昌街17號11樓","勤業眾信聯合會計師事務所","林心彤","黃裕峰","Jetbest","No.173-2, Dahu Rd., Xiangshan Dist.,Hsinchu City 300, Taiwan","03-5181601","IR@jetbest.com","http://www.jetbest.com","陳昭菁","財務協理","03-5181666","IR@jetbest.com","http://www.jetbest.com",
"29108260","4743","合一生技股份有限公司","合一","生技醫療業","－","台北市中正區忠孝西路一段66號35樓",,"郭憲壽","鄭淑玲","鄭淑玲","總經理","蕭文慈","02-27031098","2008/06/02","2011/09/23","新台幣",,,,,,,,,,,,,,,,,"10.0000元",4553612250,455361225,0,0,"合併","每年","董事會","元富證券股份有限公司","02-27686668","台北市松山區光復北路11巷35號地下一樓","勤業眾信聯合會計師事務所","鄭欽宗","李冠豪","ONENESS BIOTECH","35F., No. 66, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100Taipei, Taiwan","02-27031292","onenessbio@onenessbio.com.tw","http://www.onenessbio.com","蕭文慈","財務主管","02-26558860","onenessbio@onenessbio.com.tw","http://www.onenessbio.com",
"80234971","4744","皇將科技股份有限公司","皇將","生技醫療業","－","41280台中市大里區仁化里工業九路190號",,"林靜宜","張凱勛","徐火旺","董事長特助","陳翰儂","(04)2496-3666","2002/08/19","2018/07/12","新台幣",,,,,,,,,,,,,,,,,"10.0000元",549843320,54984332,0,0,"合併","每年","董事會","褔邦證券股份有限公司","02-2371-1658","台北市中正區忠孝西路一段６號６樓","安侯建業聯合會計師事務所","陳燕慧","陳政學","CVC","No. 190, Gongye 9th Rd.,Dali Dist, Taichung City 412, Taiwan","(04)3705-6555","shiny.chen@cvctechnologies.com","https://www.cvctechnologies.com.tw/","徐火旺","董事長特助","04-24963666","oscar.hsu@cvctechnologies.com","https://www.cvctechnologies.com.tw/investor-area/responsibility/stakeholder.html",
"09906168","4745","合富醫療控股股份有限公司","合富-KY","生技醫療業","KY","Suite 102, Cannon Place, North Sound Rd., George Town",,"王瓊芝","李惇","王瓊芝","董事長","林俐夆","(02)2325-2008","2005/11/04","2013/01/30","新台幣",,,,,,,,,,,,,,,,,"10.0000元",774495470,77449547,0,0,"合併","每年","股東會","中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段八十三號五樓","安侯建業聯合會計師事務所","周寶蓮","謝秋華","CMH","Suite 102, Cannon Place, North Sound Rd., George Town,P.O. Box 712,Grand Cayman, KY1-9006, Cayman Islands","(02)2325-0222","ir@cowealth.com","www.cowealthholding.com","林俐夆","會計主管","(02)2325-2008","IR@cowealth.com","www.cowealthholding.com",
"96922622","4746","台耀化學股份有限公司","台耀","生技醫療業","－","桃園市蘆竹區坑口里和平街36號",,"程正禹","程正禹","羅玉貞","副總經理","劉善珍","03-3240895","1995/12/29","2011/03/01","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1202559630,120255963,0,0,"合併","每年","股東會","凱基證券(股)公司股務代理部","(02)2389-2999","台北市中正區重慶南路一段2號5樓","資誠聯合會計師事務所","顏裕芳","鄧聖偉","FRMSL","No.36 Hoping Street, Louchu CountyTaoyuan 33842, Taiwan","03-3240945","info@formosalab.com","www.formosalab.com","羅玉貞","副總經理","03-3241072","info@formosalab.com","http://www.formosalab.com/tw/investors4_1.php?csrtype=6",
"35348007","4747","強生化學製藥廠股份有限公司","強生製藥","生技醫療業","－","(241)新北市三重區三和路四段77,79號",,"黃柏熊","黃柏熊","林俊巍","營業部經理","陳怡秀","(02)2989-4756","1966/12/15","2013/12/25","新台幣",,,,,,,,,,,,,,,,,"10.0000元",449290750,44929075,0,0,"合併","每年","股東會","統一綜合證券股份有限公司","(02)2747-8266","台北市松山區東興路8號B1樓","安永聯合會計師事務所","張志銘","馬君廷","JCP","NO.77,79,SECTION 4,SANHO ROAD.SANCHUNG DIST,NEW TAIPEI CITY 241,TAIWAN","(02)2971-2579","investor@jcpjohnson.com.tw","http://www.jcpjohnson.com.tw","林俊巍","經理","02-29894756","investor@jcpjohnson.com.tw","http://www.jcpjohnson.com.tw",
"16446422","4754","國碳科技股份有限公司","國碳科","化學工業","－","338桃園市蘆竹區濱海里中圳街176號",,"賀東光","黃俊傑","陳佳暉","副總經理","蔡麗萍","03-3542168","1998/05/11","2016/09/28","新台幣",,,,,,,,,,,,,,,,,"10.0000元",302832150,30283215,0,0,"合併","每年","股東會","群益金鼎證券股份有限公司","0227023999","台北市大安區敦化南路二段97號B2","安侯建業聯合會計師事務所","寇惠植","李慈慧","INCA","No. 176, Zhongzun St., Luzhu Dist., Taoyuan City 338, Taiwan (R.O.C.)TAOYUAN TW","03-3543488","market@incatech.com.tw","http://www.incatech.com.tw/","陳佳暉","副總經理","03-3544188","market@incatech.com.tw","http://www.incatech.com.tw/",
"80170651","4755","三福化工股份有限公司","三福化","化學工業","－","(10405)台北市中山北路二段21號5樓",,"巫信弘","蔡介榮","謝銘智","財務協理","張玲鳳","02-25426789","2003/03/17","2013/11/27","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1007060000,100706000,0,0,"合併","每季","董事會","第一金證券(股)公司股務代理部","02-2563-5711","台北市大安區安和路一段27號六樓","勤業眾信聯合會計師事務所","郭宇閎","黃國寧","SAN FU","5F, 21 Chung Shan N. Rd., Sec. 2,Taipei, Taiwan","02-25818686","lfchang@sfchem.com.tw","www.sfchem.com.tw","謝銘智","財務協理","02-2542-6789","mzxie@sfchem.com.tw","www.sfchem.com.tw",
"28732006","4760","勤凱科技股份有限公司","勤凱科技","其他電子業","－","高雄市大寮區大有3街32號",,"曾聰乙","曾聰乙","曾聰乙","董事長","莊淑媛","07-7873287","2007/06/08","2019/03/21","新台幣",,,,,,,,,,,,,,,,,"10.0000元",321126500,32112650,0,0,"個別","每年","董事會","福邦證券股份有限公司股務代理部","02-2371-1658","台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","高鈺倫","許振隆","ample","No.32,Dayou 3rd St,Daliao DistKaohsiung City 83163 ,Taiwan,R.O.C","07-7873290","ir@ampletec.com.tw","http://www.ampletec.com.tw/","莊淑媛","副董事長","07-7873287","ir@ampletec.com.tw","http://www.ampletec.com.tw/",
"42328858","4763","濟南大自然新材料股份有限公司","材料-KY","化學工業","KY","台北市信義區光復南路419巷18號6樓",,"王克璋","王克璋","陳界瑞","財務主管","黃若綝","02-27205045","2014/09/25","2015/11/09","新台幣",,,,,,,,,,,,,,,,,"10.0000元",862860580,86286058,0,0,"合併","每半會計年度","股東會","福邦證券股份有限公司","02-2383-6888","台北市中正區忠孝西路一段6號6樓","勤業眾信聯合會計師事務所","黃堯麟","周仕杰","ACE","6F, No.18, Ln. 419, Guangfu S. Rd., Xinyi Dist., Taipei City 110, Taiwan R.O.CTaipei City","02-87800195","4763@acetek.com.cn","www.acetek.com.cn","陳界瑞","財務主管","02-27205045","4763@acetek.com.cn","www.acetek.com.cn",
"84754072","4764","雙鍵化工股份有限公司","雙鍵","化學工業","－","新北市中和區中正路959號4樓",,"蔡茂德","陳仲平","陳仲平","總經理","蔡若渝","(02)8228-1168","1994/02/17","2018/01/04","新台幣",,,,,,,,,,,,,,,,,"10.0000元",855420620,85542062,0,0,"合併","每半會計年度","董事會","元大證券股份有限公司股務代理部","(02)2586-5859","台北市大同區承德路三段210號B1","勤業眾信聯合會計師事務所","陳致源","黃堯麟","DBC","4F., No.959, Zhongzheng Rd., Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)","(02)8228-1818","ir@dbc.com.tw","http://www.dbc.com.tw/","蔡若渝","會計主管","(02)8228-1168","ir@dbc.com.tw","https://www.dbc.com.tw/tw/invest.php",
"74229304","4766","南寶樹脂化學工廠股份有限公司","南寶","化學工業","－","台南市西港區中山路519號",,"吳政賢","許明現","林昆縉","財務管理總處協理","郭森茂","(06)796-5888","1963/10/02","2018/11/28","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1205707800,120570780,0,0,"合併","每季","董事會","中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","楊朝欽","李季珍","NAN PAO","No. 519, Zhongshan Rd., Xigang Dist.,Tainan City, Taiwan (R.O.C)","(06)795-4409","IR@nanpao.com","http://www.nanpao.com.tw","林昆縉","協理","(06)795-4766","IR@nanpao.com","https://www.nanpao.com.tw/csr-show.aspx?id=48",
"88744414","4767","誠泰工業科技股份有限公司","誠泰科技","化學工業","－","高雄市路竹區路科三路1號",,"王勝義","蘇忠仁","林劍青","副總經理","許仲寧","(07)695-5222","1983/06/13","2018/10/29","新台幣",,,,,,,,,,,,,,,,,"10.0000元",314150000,31415000,0,0,"合併","每年","董事會","中國信託商業銀行 代理部","(02)6636-5566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","張青霞","陳彥君","CHETAY","No.1, Luke 3rd Rd., Luzhu Dist.,Kaohsiung City 821, Taiwan (R.O.C.)","(07)695-5798","info@mail.cherngtay.com","http://www.chetay.com.tw","林劍青","副總經理","(07)695-5222","ct4767@mail.cherngtay.com","http://www.chetay.com.tw",
"53278617","4768","晶呈科技股份有限公司","晶呈科技","化學工業","－","苗栗縣竹南鎮公義路462巷58號",,"陳亞理","陳亞理","張永宏","處長","王起明","(037)585-218","2010/12/16","2022/04/13","新台幣",,,,,,,,,,,,,,,,,"10.0000元",430729890,43072989,0,0,"合併","每年","股東會","國票綜合證券(股)公司股務代理部","(02)2528-8988","台北市松山區南京東路五段188號15樓","資誠聯合會計師事務所","于智帆","黃世鈞","INGENTEC","No.58, Ln. 462, Gongyi Rd., Zhunan Township,Miaoli County 350032, Taiwan","(037)585-219","sammi@ingenteccorp.com.tw","http://www.ingenteccorp.com","張永宏","處長","(037)585-218","tony@ingenteccorp.com.tw","http://www.ingenteccorp.com",
"36075449","4770","上品綜合工業股份有限公司","上品","化學工業","－","彰化縣線西鄉線工南二路20號",,"侯嘉生","侯嘉生","李遠忠","營運執行長","劉彥志","04-7582827","1981/10/19","2021/12/22","新台幣",,,,,,,,,,,,,,,,,"10.0000元",799760000,79976000,0,0,"合併","每年","董事會","元大證券股份有限公司股務代理部","02-25865859","台北市大同區承德路三段210號地下一樓","勤業眾信聯合會計師事務所","陳文香","劉書琳","ASC","No. 20, Xiangong S. 2nd Rd., Xianxi Township,Changhua County 507, Taiwan (R.O.C.)","04-7910349","TEFPASS@alliedsupreme.com","https://www.alliedsupreme.com","鄞雅芳","組長","04-7582827#2701","ir@alliedsupreme.com","https://www.alliedsupreme.com/tw/csr-22",
"53764125","4771","望隼科技股份有限公司","望隼","生技醫療業","－","苗栗縣竹南鎮公義里友義路66號3樓",,"黃修權","石安","張伯榮","業務處處長","李幸娟","(037)582900","2012/05/10","2024/03/18","新台幣",,,,,,,,,,,,,,,,,"10.0000元",575117000,57511700,0,0,"合併","每年","股東會","凱基證券股份有限公司股務代理部","(02)2389-2999","台北市中正區重慶南路一段2號5樓","勤業眾信聯合會計師事務所","劉裕祥","王兆群","VF","3F, No.66,Youyi.Rd.,Kuan-Yuan Technology Park,Zhunan TownshipMiaoli County 35059, Taiwan (R.O.C.)","(037)582600","ir@vizionfocus.com","https://www.vizionfocus.com/","張伯榮","業務處處長","(037)582900","ir@vizionfocus.com","https://www.vizionfocus.com/",
"41244424","4804","大略國際控股有限公司","大略-KY","觀光餐旅","KY","新竹市北區東大路二段232巷1號2樓",,"華龍國際投資有限公司(代表人元永騰)","元永騰","莊子彬","財務主管","無","02-27157586","2011/08/05","2015/12/04","新台幣",,,,,,,,,,,,,,,,,"10.0000元",453479200,45347920,10763000,0,"合併","每季","董事會","富邦綜合證券(股)公司股務代理部","(02)23611300","台北市中正區許昌街17號11樓","德昌聯合會計師事務所","林兆民","史岱平","Da Lue","2F., No. 1, Ln. 232, Sec. 2, Dongda Rd., North Dist., Hsinchu City 300Taiwan (R.O.C.)","02-27157586","iambgo@hotmail.com","https://dalue.co/","莊子彬","財務主管","02-27157586","iambgo@hotmail.com","https://dalue.co/",
"70557661","4806","桂田文創娛樂股份有限公司","桂田文創","文化創意業","－","台北市內湖區行愛路176號4樓",,"吳怡青","謝汶芳","蕭惠玲","財務長","謝汶芳","02-2795-5112","2000/05/09","2016/03/09","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1998941850,199894185,168070000,0,"合併","每年","股東會","元大證券股份有限公司","02-2586-5859","103台北市大同區承德路三段210號B1.B2","國富浩華聯合會計師事務所","邱繼盛","鄭翔宇","KTCCE","4F., No.176, Sing'ai Rd., Neihu Dist.,Taipei City Taiwan(R.O.C)","02-2795-5113","kouji@ktcce.com.tw","http://www.shec.com.tw/","蕭惠玲","財務長","02-2795-5112","amandahsiao@ktcce.com.tw","www.shec.com.tw/",
"42485651","4807","日成控股股份有限公司","日成-KY","貿易百貨","KY","The Grand Pavilion Commercial Centre, Oleander Way, 802 West",,"帕查拉蓬 拍奔順通(Phacharapon )","林如茵","林如茵","總經理","李文雄","(02)2501-1225","2014/10/06","2017/06/26","新台幣",,,,,,,,,,,,,,,,,"10.0000元",383960320,38396032,0,0,"合併","每年","股東會","永豐金證券股務代理部","(02)2381-6288","臺北市博愛路17號3樓","安侯建業聯合會計師事務所","張純怡會計師","趙敏如會計師","RH","11F., No. 131, Songjiang Rd., Zhongshan Dist.,Taipei,Taiwan","(02)2501-1229","rh@regaljewelrygroup.com","http://www.regaljewelrygroup.com","李文雄","台灣分公司總經理","(02)2501-1225","rh@regaljewelrygroup.com","http://www.regaljewelrygroup.com/TW/InterestedParties/ugC_InterestedParties.asp",
"21223267","4903","聯合光纖通信股份有限公司","聯光通","通信網路業","－","新竹市科學園區研新四路12號",,"林郁昌","行政總經理林郁昌 / 營運總經理賴浩民","林郁昌","董事長","賴聿婕","03-5779211","1986/04/02","2001/05/14","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1040515360,104051536,41885919,0,"合併","每年","股東會","康和綜合證券股份有限公司","02-87871888","110台北市信義區基隆路一段176號B1","安侯建業聯合會計師事務所","謝秋華","周寶蓮","UFOC","#12, Creation Road IV, Science-Based Industrial ParkHsinchu, Taiwan, R.O.C.","03-5779333","ufoc-pr@ufoc.com.tw","www.ufoc.com.tw","林郁昌","董事長","02-26570589","ufoc-pr@ufoc.com.tw","http://www.ufoc.com.tw/tc/p7-contact4.php",
"97179430","4904","遠傳電信股份有限公司","遠傳","通信網路業","－","台北市瑞光路468號5樓",,"徐旭東","井琪","賴晴風","資深協理","林慧珊","(02)7723-5000","1997/04/11","2005/08/24","新台幣",,,,,,,,,,,,,,,,,"10.0000元",36057053570,3605705357,93440600,0,"合併","每年","股東會","亞東證券股份有限公司","(02)77531699","新北市板橋區新站路16號13樓","勤業眾信聯合會計師事務所","趙永祥","邵志明","Far EasTone　","5F., No. 468, Ruiguang Rd., Taipei CityTaipei, Taiwan","(02)7723-5199","PR@fareastone.com.tw","www.fareastone.com.tw","賴晴風","資深協理","(02)77235000","ir@fareastone.com.tw","https://corporate.fetnet.net/content/corp/tw/CSR/Stakeholder/Stakeholder.html",
"23882531","4905","台聯電訊股份有限公司","台聯電","通信網路業","－","台北市內湖區瑞光路108號3樓",,"華盛國際投資股份有限公司","黃仲康","黃仲康","總經理","陳玉菁","02-26583000","1990/08/03","2001/12/07","新台幣",,,,,,,,,,,,,,,,,"10.0000元",292600440,29260044,0,0,"合併","每年","董事會","中國信託商業銀行代理部","02-6636-5566","台北市重慶南路一段83號5樓","安永聯合會計師事務所","林素雯","劉慧媛","TAINET","3F., No.108, Ruiguang Rd., Neihu Dist.,Taipei City 114, Taiwan","02-8792-2226","jack.huang@tainet.net","www.tainet.com.tw","柯淑芬","主任","02-2658-3000","emma.ko@tainet.net","www.tainet.com.tw/stakeholders/",
"22960571","4906","正文科技股份有限公司","正文","通信網路業","－","新竹縣湖口鄉新竹工業區中華路15-1號",,"陳鴻文","李榮昌","楊正任","執行董事","陳佑青","03-5985535","1988/06/29","2003/06/30","新台幣",,,,,,,,,,,,,,,,,"10.0000元",4056057270,405605727,0,0,"合併","每年","股東會","永豐金證券股份有限公司","02-23816288","台北市博愛路17號3樓","勤業眾信聯合會計師事務所","方涵妮","楊靜婷","GEMTEK　","No.15-1, Zhonghua Rd, Hsinchu Industrial Park , Hsinchu County, Taiwan,R.O.C.Hukuo, Jsinchen Hsien, Taiwan","03-5972103","ru_lu@gemteks.com","www.gemteks.com","陳佑青","投資人關係","03 598-5535 #1021","ariel_chen@gemteks.com","https://www.gemteks.com/ir/contact",
"22099391","4907","富宇地產股份有限公司","富宇","建材營造","－","台中市西屯區市政北二路238號16樓之3",,"張世欣","鍾堯明","張育娟","財務協理","賈珮甄","(04)2258-5357","1988/08/26","2002/03/04","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1181457780,118145778,0,0,"個別","每年","股東會","元富證券股份有限公司股務代理處","(02)2768-6668","台北市松山區光復北路11巷35號地下一樓","立本台灣聯合會計師事務所","陶鴻文","程建憲","Fu Yu  Property","16F.-3, No.238, Shihjheng N. 2nd Rd., Situn Dist., Taichung City 40756, TaiwanTaichung City, Taiwan","(04)2258-5320","fuyuproperty@fuyu-property.com.tw","www.fuyu-property.com.tw","張育娟","財務協理","04-22585357","fuyuproperty@fuyu-property.com.tw","http://www.fuyu-property.com.tw/affiliate",
"16634613","4908","前鼎光電股份有限公司","前鼎","通信網路業","－","新竹縣湖口鄉新竹工業區自強路三號",,"葉政彥","李昌祐","李昌祐","總經理","石世杰","(03)5986799","1998/07/20","2002/02/27","新台幣",,,,,,,,,,,,,,,,,"10.0000元",782169070,78216907,0,0,"個別","每年","股東會","永豐金證券股份有限公司","(02)23816288","台北市博愛路十七號三樓","安侯建業聯合會計師事務所","黃明宏","陳雅琳","APAC","No. 3, Ziqiang Rd.,Hsinchu Industrial Park, Hukou Township,Hsinchu County 303035, Taiwan (R.O.C.)","(03)5973852","finance@apacoe.com.tw","www.apacoe.com.tw","石世杰","財務行政處處長","(03)5986799","finance@apacoe.com.tw","www.apacoe.com.tw",
"45163295","4909","新復興微波通訊股份有限公司","新復興","通信網路業","－","桃園市新屋區望間里10鄰十五間45號",,"張永輝","張永輝","廖毅樺","財務部襄理","賴允照","03-4722191","1984/11/30","2002/11/28","新台幣",,,,,,,,,,,,,,,,,"10.0000元",933568640,93356864,0,0,"合併","每年","股東會","中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","陳彥君","張青霞","NEE","NO.45,15th Jian,Wangjian VillageSinwu Township,Taoyuan County327 R.O.C","03-4723759","lily@nee.com.tw","www.nee.com.tw","廖毅樺","財務部襄理","03-4722191#115","korn@nee.com.tw","www.nee.com.tw",
"80225425","4911","德英生物科技股份有限公司","德英","生技醫療業","－","台南市安南區科技五路92號",,"郭國華","郭國華","周省輝","稽核主管","洪瑋敏","06-3840890","2002/08/06","2011/03/21","新台幣",,,,,,,,,,,,,,,,,"10.0000元",556600000,55660000,0,0,"個別","每年","股東會","華南永昌綜合證券股份有限公司","02-27186425","臺北市民生東路四段54號4樓","資誠聯合會計師事務所","徐惠榆","葉芳婷","G&E","No.92,Keji 5th Rd., Annan Dist., Tainan CityAnnan Dist., Tainan 70955, Taiwan","06-3840918","ge@geherbs.com.tw","www.geherbs.com.tw","周省輝","稽核主管","06-3840890-205","chou@geherbs.com.tw","www.geherbs.com.tw",
"26595630","4912","聯德控股股份有限公司","聯德控股-KY","電子零組件業","KY","台北市南港區園區街3號12樓之3",,"徐&#21843;峰","余 火甘 木發","黃群翔","財務經理","徐&#21843;峰","02-8684-1618","2009/09/29","2015/05/21","新台幣",,,,,,,,,,,,,,,,,"10.0000元",621927750,62192775,0,0,"合併","每季","董事會","中國信託商業銀行代理部","02-6636-5566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","薛峻泯","池瑞全","Lemtech-KY","12F.-3, No. 3, Yuanqu St., Nangang DistTaipei City 115603, Taiwan (R.O.C.)","02-8686-0737","contact@lemtech.com","http://www.lemtech.com","黃群翔","財務經理","02-8684-1618分機374","contact@lemtech.com","http://www.lemtech.com/investor-relations-category/stakeholder-engagement",
"28006928","4915","致伸科技股份有限公司","致伸","電子零組件業","－","台北市內湖區瑞光路669號",,"潘永中","杜家濱","蕭英怡","財務暨資訊總經理","曾雅蘭","(02)2798-9008","2006/03/20","2012/10/05","新台幣",,,,,,,,,,,,,,,,,"10.0000元",4629318240,462931824,0,0,"合併","每年","股東會","永豐金證券股份有限公司","(02)2381-6288","台北市中正區博愛路17 號3樓","安侯建業聯合會計師事務所","洪士剛","傅泓文","Primax","No.669, Ruey Kung Road, NeihuTaipei, Taiwan, R.O.C.","(02)8798-7675","IR@primax.com.tw","www.primax.com.tw","蕭英怡","財務暨資訊總經理","(02)2798-9008","YY.Hsiao@primax.com.tw","http;//www.primax.com.tw/investor.htm",
"13000192","4916","事欣科技股份有限公司","事欣科","電腦及週邊設備業","－","320桃園市中壢區健行路169號4樓",,"廖文嘉","嚴聰前","吳秀碧","財務長","李神龍","034575535","2001/12/27","2013/11/21","新台幣",,,,,,,,,,,,,,,,,"10.0000元",983789050,98378905,0,0,"合併","每年","董事會","凱基證券股份有限公司股務代理部","0223892999","台北市重慶南路一段2號5樓","勤業眾信聯合會計師事務所","陳培德","陳俊宏","PARPRO","4F., No. 169, Jianxing Rd., Zhongli Dist., Taoyuan City 320, Taiwan (R.O.C.)Taiwan","034682431","info.pec.tw","Http://www.parpro.com","吳秀碧","財務長","03-4575535","ir@parpro.com.tw","http://www.pec.tw/web/stakeholder",
"28112646","4919","新唐科技股份有限公司","新唐","半導體業","－","新竹科學園區研新三路4號",,"蘇源茂","楊欣龍","賴秀芬","副總經理","詹為雄","(03)5770066","2008/04/09","2010/09/27","新台幣",,,,,,,,,,,,,,,,,"10.0000元",4197652680,419765268,0,0,"合併","每年","董事會","中國信託商業銀行(股)公司代理部","(02)6636-5566","台北市重慶南路一段83號5樓","勤業眾信會計師事務所","洪國田","劉書琳","NTC","No. 4 , Creation Rd. Ⅲ,Hsinchu Science Park, Taiwan, R.O.C.","(03)5792717","InvestorRelation@nuvoton.com","www.nuvoton.com","詹為雄","副處長","(03)5770066ext.22007","WHCHAN@nuvoton.com","www.nuvoton.com",
"28733011","4923","力士科技股份有限公司","力士","半導體業","－","(242)新北市新莊區思源路555號(24樓)",,"鍾明道","鍾明道","鍾秉家","副總經理","林祐年","02-8976-9223","2007/06/11","2022/03/14","新台幣",,,,,,,,,,,,,,,,,"10.0000元",338908000,33890800,0,0,"合併","每年","董事會","宏遠證券股份有限公司","02-2326-8818","台北市信義路4段236號3樓","安侯建業聯合會計師事務所","寇惠植","李慈慧","Force Mos","24F., No. 555, Siyuan Rd., Xinzhuang Dist.New Taipei City  242, Taiwan (R.O.C.)","02-8976-9335","anderson@force-mos.com","http://www.force-mos.com","林祐年","經理","02-8976-9223","anderson@force-mos.com","http://www.force-mos.com",
"53025260","4924","欣厚科技股份有限公司","欣厚-KY","電腦及週邊設備業","KY","台北市中山區長安東路一段16號7樓之2",,"劉鳳君","顧小美","劉景成","總經理-HPI","林文凱","02-2567-7111","2009/10/16","2011/10/18","新台幣",,,,,,,,,,,,,,,,,"10.0000元",371644090,37164409,0,0,"合併","每半會計年度","董事會","中國信託商業銀行代理部","02-6636-5566","台北市中正區重慶南路一段83號五樓","德昌聯合會計師事務所","林之凱","陳秀莉","HTM","Chang-An E. Rd. Sec.2 16#, 7th Floor-2Taipei City, Taiwan.","02-2567-7222","hsihou@hsihou.com","http://www.hsihou.com/","林文凱","財務長","02-2567-7111","leo_lin@hsihou.com","http://www.hsihou.com/",
"54384828","4927","泰鼎國際股份有限公司","泰鼎-KY","電子零組件業","KY","台北市松山區敦化北路205號5樓",,"王樹木","周瑞祥","吳森田","策略長","楊欣望、王韻茹","(02)27170032","2009/10/28","2015/09/08","新台幣",,,,,,,,,,,,,,,,,"10.0000元",1899379880,189937988,0,0,"合併","每年","董事會","中國信託商業銀行股份有限公司","02-6636-5566","台北市重慶南路一段八十三號五樓","安侯建業聯合會計師事務所","張純怡","關春修","Apex","Rm. 503, 5F., No. 205, Dunhua N. Rd., Songshan Dist.,Taipei City 105406, Taiwan, R.O.C.","(02)27170703","SERVICE@apex-intl.com.tw","http://www.apex-intl.com.tw","吳森田","策略長","02-27170032","samwu@apex-intl.com.tw","https://www.apex-intl.com.tw/esg/stakeholder-engagement",
"28986660","4930","燦星網通股份有限公司","燦星網","電器電纜","－","台北市內湖區堤頂大道一段333號6樓",,"林技典","NA","暫缺","暫缺","黃業勝","(02)27956898","2009/11/11","2010/06/21","新台幣",,,,,,,,,,,,,,,,,"10.0000元",800000000,80000000,0,0,"合併","每年","董事會","元大證券股份有限公司","(02)25865859","台北市大同區承德路三段210號B1","資誠聯合會計師事務所","王菘澤","林一帆","Star  Comgistic","6F., No.333, Sec. 1, Tiding Blvd., Neihu Dist.,Taipei City 114, Taiwan (R.O.C.)","(02)27956656","-","http://www.starcomgistic.com","缺","缺","(02)27956898","缺","http://www.starcomgistic.com",
"70848850","4931","新盛力科技股份有限公司","新盛力","電腦及週邊設備業","－","高雄市前鎮區西十五街一號",,"張中秋","張中秋","范貴鈞","副總經理","陳柏閎","(07)8411501","2004/07/26","2019/09/17","新台幣",,,,,,,,,,,,,,,,,"10.0000元",657357610,65735761,0,0,"合併","每年","董事會","台新證券股務代理部","(02)25048125","台北市中山區建國北路一段96號地下一樓","勤業眾信聯合會計師事務所","王兆群","劉裕祥","STL","No.1, West 15th Street, Qianzhen DistrictKaohsiung City 80681, Taiwan","(07)8414200","IR@stl-tech.com","www.stl-tech.com","范貴鈞","副總經理","(07)8411501","IR@stl-tech.com","http://www.stl-tech.com/stake.asp",
